Epoch,Training Loss,Training Accuracy,Time [s],BPR Layer1,BPR Layer2,BPR Layer3,BPR Layer4,BPR Layer5,Test Loss,Test Accuracy,Seed
0,573.213,49.813
1,356.242,49.813,29.544,0.660,0.660,0.660,0.660,0.660,42.300,47.778
2,254.185,50.188,28.728,0.660,0.660,0.660,0.660,0.660,30.180,52.222
3,236.474,50.188,29.210,0.660,0.660,0.660,0.660,0.660,28.075,52.222
4,257.106,50.188,28.504,0.660,0.660,0.660,0.660,0.660,30.523,52.222
5,279.679,49.813,28.299,0.660,0.660,0.660,0.660,0.660,33.201,47.778
6,286.217,49.813,28.393,0.660,0.660,0.660,0.660,0.660,33.975,47.778
7,279.893,49.813,32.089,0.660,0.660,0.660,0.660,0.660,33.221,47.778
8,272.670,51.813,29.901,0.660,0.660,0.660,0.660,0.660,32.359,57.778
9,271.021,51.938,29.271,0.660,0.660,0.660,0.660,0.660,32.155,57.222
10,273.072,72.000,30.001,0.660,0.660,0.660,0.660,0.660,32.385,72.222
11,273.549,73.938,28.635,0.660,0.660,0.660,0.660,0.660,32.420,76.111
12,271.312,74.375,30.643,0.660,0.660,0.660,0.660,0.660,32.116,76.111
13,269.103,74.688,31.217,0.660,0.660,0.660,0.660,0.660,31.794,79.444
14,266.640,74.563,28.792,0.660,0.660,0.660,0.660,0.660,31.407,78.889
15,263.183,74.375,26.406,0.660,0.660,0.660,0.660,0.660,30.847,77.778
16,258.956,74.563,26.318,0.660,0.660,0.660,0.660,0.660,30.119,77.778
17,251.420,75.688,26.325,0.660,0.660,0.660,0.660,0.660,28.902,78.889
18,242.894,76.688,26.336,0.660,0.660,0.660,0.660,0.660,27.482,80.000
19,236.060,77.625,27.353,0.660,0.660,0.660,0.660,0.660,26.236,80.556
20,228.561,78.313,26.271,0.660,0.660,0.660,0.660,0.660,24.971,81.111
21,219.521,79.625,26.270,0.660,0.660,0.660,0.660,0.660,23.644,81.667
22,210.469,80.313,26.241,0.660,0.660,0.660,0.660,0.660,22.463,81.111
23,200.297,81.438,26.230,0.660,0.660,0.660,0.660,0.660,21.297,81.667
24,189.963,82.563,26.538,0.660,0.660,0.660,0.660,0.660,20.250,82.222
25,175.033,84.313,26.218,0.660,0.660,0.660,0.660,0.660,18.900,82.778
26,154.702,86.000,26.223,0.660,0.660,0.660,0.660,0.660,17.341,83.333
27,134.522,87.688,26.220,0.660,0.660,0.660,0.660,0.660,15.726,85.556
28,117.566,88.750,26.266,0.660,0.660,0.660,0.660,0.660,13.873,85.556
29,105.587,89.875,26.290,0.660,0.660,0.660,0.660,0.660,12.352,86.667
30,98.219,90.688,26.255,0.660,0.660,0.660,0.660,0.660,11.306,88.333
31,93.968,91.063,26.269,0.660,0.660,0.660,0.660,0.660,10.578,89.444
32,89.450,91.688,26.210,0.660,0.660,0.660,0.660,0.660,9.799,90.556
33,83.811,92.188,26.272,0.660,0.660,0.660,0.660,0.660,8.955,92.222
34,78.754,92.438,26.528,0.660,0.660,0.660,0.660,0.660,8.273,92.778
35,75.489,92.875,26.276,0.660,0.660,0.660,0.660,0.660,7.854,93.333
36,72.691,93.063,26.273,0.660,0.660,0.660,0.660,0.660,7.522,93.889
37,69.194,93.375,26.250,0.660,0.660,0.660,0.660,0.660,7.158,94.444
38,64.634,93.563,27.363,0.660,0.660,0.660,0.660,0.660,6.719,96.111
39,59.356,93.813,32.517,0.660,0.660,0.660,0.660,0.660,6.241,96.111
40,53.825,94.000,28.897,0.660,0.660,0.660,0.660,0.660,5.754,96.111
41,49.047,94.063,27.724,0.660,0.660,0.660,0.660,0.660,5.337,96.111
42,45.056,93.938,28.155,0.660,0.660,0.660,0.660,0.660,4.971,95.556
43,41.585,93.688,27.988,0.660,0.660,0.660,0.660,0.660,4.625,95.000
44,38.591,93.063,28.317,0.660,0.660,0.660,0.660,0.660,4.302,92.778
45,36.034,89.813,28.613,0.660,0.660,0.660,0.660,0.660,4.012,85.556
46,35.168,83.063,28.316,0.660,0.660,0.660,0.660,0.660,3.915,79.444
