Epoch,Training Loss,Training Accuracy,Time [s],BPR Layer1,BPR Layer2,BPR Layer3,BPR Layer4,BPR Layer5,Test Loss,Test Accuracy,Seed
0,155.972,50.188
1,301.055,49.813,31.758,1.000,1.000,1.000,1.000,1.000,35.738,47.778
2,314.274,49.813,41.803,1.000,1.000,1.000,1.000,1.000,37.303,47.778
3,268.896,50.188,32.123,1.000,1.000,1.000,1.000,1.000,31.913,52.222
4,258.461,50.188,29.697,1.000,1.000,1.000,1.000,1.000,30.668,52.222
5,275.375,72.063,29.650,1.000,1.000,1.000,1.000,1.000,32.668,72.778
6,280.920,52.938,29.556,1.000,1.000,1.000,1.000,1.000,33.312,51.667
7,270.657,70.875,29.587,1.000,1.000,1.000,1.000,1.000,32.069,71.111
8,267.100,69.688,29.915,1.000,1.000,1.000,1.000,1.000,31.602,71.111
9,267.869,74.125,29.556,1.000,1.000,1.000,1.000,1.000,31.610,78.333
10,259.828,73.438,30.071,1.000,1.000,1.000,1.000,1.000,30.504,77.222
11,255.835,74.313,29.587,1.000,1.000,1.000,1.000,1.000,29.802,78.333
12,246.781,74.563,29.493,1.000,1.000,1.000,1.000,1.000,28.406,77.222
13,240.569,74.750,29.587,1.000,1.000,1.000,1.000,1.000,27.277,77.778
14,235.011,75.250,29.540,1.000,1.000,1.000,1.000,1.000,26.181,78.333
15,227.788,76.500,29.540,1.000,1.000,1.000,1.000,1.000,24.907,79.444
16,220.530,77.250,29.524,1.000,1.000,1.000,1.000,1.000,23.729,80.000
17,214.448,78.250,29.618,1.000,1.000,1.000,1.000,1.000,22.808,80.556
18,209.045,79.438,29.572,1.000,1.000,1.000,1.000,1.000,22.059,80.000
19,203.628,80.438,30.273,1.000,1.000,1.000,1.000,1.000,21.370,81.111
20,198.037,81.563,29.556,1.000,1.000,1.000,1.000,1.000,20.710,81.667
21,192.200,82.063,29.556,1.000,1.000,1.000,1.000,1.000,20.064,81.667
22,185.757,82.938,29.555,1.000,1.000,1.000,1.000,1.000,19.387,82.222
23,177.979,84.000,29.556,1.000,1.000,1.000,1.000,1.000,18.586,82.222
24,167.668,84.875,30.055,1.000,1.000,1.000,1.000,1.000,17.504,82.778
25,153.468,86.063,29.556,1.000,1.000,1.000,1.000,1.000,16.011,83.889
26,136.072,87.500,30.819,1.000,1.000,1.000,1.000,1.000,14.261,85.556
27,120.024,88.938,35.618,1.000,1.000,1.000,1.000,1.000,12.609,87.222
28,108.919,89.875,31.640,1.000,1.000,1.000,1.000,1.000,11.588,88.333
29,103.940,90.750,32.023,1.000,1.000,1.000,1.000,1.000,11.072,89.444
30,95.298,91.313,33.109,1.000,1.000,1.000,1.000,1.000,9.915,91.111
31,86.965,92.063,33.037,1.000,1.000,1.000,1.000,1.000,8.697,91.667
32,82.787,92.250,33.752,1.000,1.000,1.000,1.000,1.000,7.939,92.222
33,78.614,92.813,33.175,1.000,1.000,1.000,1.000,1.000,7.248,92.778
34,75.487,93.375,31.638,1.000,1.000,1.000,1.000,1.000,6.730,93.333
35,72.285,93.813,34.800,1.000,1.000,1.000,1.000,1.000,6.252,93.889
36,69.650,94.000,35.212,1.000,1.000,1.000,1.000,1.000,5.862,95.000
37,67.017,94.438,36.381,1.000,1.000,1.000,1.000,1.000,5.486,95.556
38,64.439,95.063,33.285,1.000,1.000,1.000,1.000,1.000,5.127,97.222
39,61.675,95.750,32.735,1.000,1.000,1.000,1.000,1.000,4.773,97.778
40,58.655,95.938,35.077,1.000,1.000,1.000,1.000,1.000,4.424,97.778
41,55.724,96.375,36.418,1.000,1.000,1.000,1.000,1.000,4.096,98.333
42,53.404,96.750,32.144,1.000,1.000,1.000,1.000,1.000,3.826,98.333
43,51.175,96.938,34.514,1.000,1.000,1.000,1.000,1.000,3.577,98.333
