Epoch,Training Loss,Training Accuracy,Time [s],BPR Layer1,BPR Layer2,BPR Layer3,BPR Layer4,BPR Layer5,Test Loss,Test Accuracy,Seed
0,504.320,49.813
1,462.858,49.813,23.089,0.853,0.692,0.237,0.000,0.001,54.953,47.778
2,396.524,49.813,23.010,0.851,0.691,0.236,0.000,0.001,47.077,47.778
3,344.014,49.813,23.104,0.851,0.691,0.236,0.000,0.001,40.843,47.778
4,304.192,49.813,23.104,0.851,0.691,0.236,0.000,0.001,36.115,47.778
5,277.911,49.813,23.072,0.851,0.691,0.236,0.000,0.001,32.994,47.778
6,264.812,50.188,23.166,0.851,0.691,0.236,0.000,0.001,31.439,52.222
7,262.850,50.188,23.088,0.851,0.691,0.236,0.000,0.001,31.205,52.222
8,266.404,50.188,23.041,0.851,0.691,0.236,0.000,0.001,31.626,52.222
9,271.233,50.188,23.073,0.851,0.691,0.236,0.000,0.001,32.198,52.222
10,274.486,51.875,23.104,0.851,0.691,0.236,0.000,0.001,32.583,57.778
11,275.379,74.438,22.994,0.851,0.691,0.236,0.000,0.001,32.687,75.556
12,274.499,66.813,23.057,0.851,0.691,0.236,0.000,0.001,32.578,70.000
13,273.281,58.938,22.964,0.851,0.691,0.236,0.000,0.001,32.428,62.222
14,272.830,65.188,23.026,0.847,0.691,0.236,0.000,0.001,32.365,70.000
15,272.746,72.063,22.557,0.803,0.691,0.236,0.000,0.001,32.342,75.000
16,275.388,71.750,21.792,0.731,0.691,0.236,0.000,0.001,32.635,72.222
17,276.115,70.313,20.370,0.635,0.691,0.236,0.000,0.001,32.696,70.000
18,273.938,72.375,19.152,0.523,0.678,0.236,0.000,0.001,32.406,72.778
19,268.883,75.375,17.605,0.403,0.618,0.236,0.000,0.001,31.771,78.333
20,264.055,76.563,16.512,0.312,0.571,0.236,0.000,0.001,31.145,80.556
21,261.930,76.938,15.981,0.245,0.523,0.236,0.000,0.001,30.810,80.556
22,262.327,77.188,15.247,0.212,0.499,0.236,0.000,0.001,30.787,80.556
23,258.902,77.563,14.949,0.186,0.484,0.236,0.000,0.001,30.301,80.556
24,254.141,77.813,14.637,0.159,0.467,0.236,0.000,0.001,29.674,81.111
25,242.544,78.813,14.247,0.129,0.441,0.236,0.000,0.001,28.243,81.111
26,234.392,78.813,13.950,0.107,0.419,0.236,0.000,0.001,27.213,81.111
27,232.268,78.750,13.903,0.089,0.394,0.236,0.000,0.001,26.848,80.556
28,235.716,79.000,13.559,0.077,0.375,0.236,0.000,0.001,27.139,81.667
29,238.268,79.250,13.372,0.067,0.354,0.236,0.000,0.001,27.321,81.111
30,235.839,79.313,13.309,0.059,0.332,0.236,0.000,0.001,26.936,81.111
31,229.359,79.625,13.325,0.053,0.309,0.236,0.000,0.001,26.056,81.667
32,220.436,79.563,13.200,0.047,0.290,0.236,0.000,0.001,24.920,81.667
33,225.220,79.500,13.137,0.043,0.282,0.236,0.000,0.001,25.376,81.667
34,217.553,79.813,13.107,0.040,0.281,0.236,0.000,0.001,24.278,81.667
35,212.186,79.813,13.106,0.038,0.264,0.236,0.000,0.001,23.502,81.667
36,210.066,79.813,13.122,0.037,0.245,0.236,0.000,0.001,23.132,82.222
37,203.742,80.063,13.044,0.035,0.230,0.236,0.000,0.001,22.281,81.111
38,202.631,80.063,12.981,0.035,0.223,0.231,0.000,0.001,22.030,81.667
39,201.917,80.125,12.981,0.034,0.219,0.224,0.000,0.001,21.798,81.111
40,201.259,80.250,13.013,0.033,0.213,0.219,0.000,0.000,21.596,81.111
41,201.422,80.250,12.965,0.033,0.212,0.215,0.000,0.000,21.503,81.111
42,201.387,80.250,12.982,0.033,0.212,0.211,0.000,0.000,21.388,81.111
43,200.328,80.375,12.965,0.033,0.208,0.208,0.000,0.000,21.162,81.111
44,200.613,80.375,12.981,0.033,0.207,0.204,0.000,0.000,21.109,81.111
45,199.328,80.563,12.981,0.033,0.206,0.200,0.000,0.000,20.897,81.667
46,198.536,80.688,12.982,0.033,0.206,0.196,0.000,0.000,20.746,81.667
47,198.165,80.875,13.012,0.032,0.206,0.191,0.000,0.000,20.662,81.667
48,194.311,80.875,13.091,0.031,0.203,0.187,0.000,0.000,20.213,81.667
49,192.758,80.938,12.919,0.031,0.203,0.183,0.000,0.000,20.027,81.667
50,191.738,81.000,12.903,0.031,0.203,0.179,0.000,0.000,19.891,81.667,1642151651

0,208.659,50.188
1,263.104,50.188,23.213,0.872,0.701,0.319,0.000,0.003,31.234,52.222
2,297.318,49.813,23.861,0.872,0.701,0.319,0.000,0.003,35.294,47.778
3,286.427,49.813,23.307,0.872,0.701,0.319,0.000,0.003,34.000,47.778
4,270.423,50.188,24.229,0.872,0.701,0.319,0.000,0.003,32.098,52.222
5,269.664,50.188,23.338,0.872,0.701,0.319,0.000,0.003,32.006,52.222
6,273.831,57.938,23.307,0.872,0.701,0.319,0.000,0.003,32.497,62.778
7,273.963,68.813,23.244,0.872,0.701,0.319,0.000,0.003,32.507,71.111
8,271.742,59.000,23.182,0.870,0.701,0.319,0.000,0.003,32.231,62.222
9,272.063,72.250,22.714,0.831,0.701,0.319,0.000,0.003,32.246,75.000
10,272.375,74.125,21.901,0.751,0.701,0.319,0.000,0.003,32.245,78.889
11,271.560,72.938,20.667,0.638,0.691,0.319,0.000,0.003,32.110,75.556
12,258.911,73.438,18.777,0.494,0.629,0.319,0.000,0.003,30.556,76.111
13,249.757,72.938,17.168,0.361,0.556,0.319,0.000,0.003,29.379,75.556
14,256.720,76.000,16.105,0.272,0.503,0.319,0.000,0.003,30.144,79.444
15,249.591,76.688,15.372,0.214,0.464,0.319,0.000,0.003,29.115,80.556
16,249.872,77.625,15.054,0.174,0.435,0.319,0.000,0.003,29.074,81.111
17,247.599,77.750,14.419,0.144,0.407,0.319,0.000,0.002,28.703,80.556
18,237.035,78.688,14.106,0.118,0.379,0.319,0.000,0.002,27.259,81.111
19,236.117,78.750,13.794,0.097,0.344,0.319,0.000,0.002,27.037,81.111
20,224.443,79.313,13.637,0.082,0.312,0.319,0.000,0.001,25.498,81.667
21,228.313,79.188,13.450,0.072,0.287,0.319,0.000,0.001,25.848,81.667
22,220.645,79.563,13.387,0.063,0.266,0.316,0.000,0.001,24.771,81.667
23,217.713,79.813,13.325,0.056,0.243,0.303,0.000,0.001,24.266,81.667
24,214.777,80.000,13.169,0.052,0.235,0.292,0.000,0.001,23.765,81.667
25,210.226,80.063,13.076,0.049,0.225,0.281,0.000,0.001,23.090,82.222
26,203.825,80.000,13.107,0.044,0.215,0.268,0.000,0.001,22.222,81.667
27,200.613,80.250,12.966,0.043,0.211,0.256,0.000,0.001,21.759,81.667
28,199.010,80.250,13.012,0.043,0.207,0.249,0.000,0.000,21.473,81.667
29,197.880,80.438,12.965,0.043,0.206,0.244,0.000,0.000,21.220,81.667
30,197.671,80.625,12.981,0.040,0.206,0.237,0.000,0.000,21.073,81.667
31,194.644,80.625,12.950,0.037,0.205,0.227,0.000,0.000,20.600,81.667
32,196.498,81.000,12.965,0.037,0.205,0.223,0.000,0.000,20.701,81.667
33,196.582,81.063,12.965,0.037,0.200,0.220,0.000,0.000,20.627,81.667
